Adresse;Art;Datum;Preis;Preis2;price
"Merilat

Hauptstr. 7, 4716 Welschenrohr";Diesel;02.01.2022;1,710 sFr;2,027 sFr;1
"Shell

via R. Simen, 6648 Minusio";Diesel;14.10.2018;1,710 sFr;2,197 sFr;1
"Coop Pronto

Ettiswilerstrasse 41a, 6130 Willisau";Diesel;13.04.2021;1,710 sFr;2,107 sFr;1
"Coop Pronto

Morgentalstr. 24, 8355 Aadorf";Diesel;31.03.2010;1,710 sFr;;1
"Coop

Brüglingerstr. 83, 4052 Basel";Diesel;05.06.2020;1,710 sFr;2,377 sFr;1
"Avia

Pilgerbrunnen 1525, 9473 Gams";Diesel;02.02.2019;1,710 sFr;2,217 sFr;1
"Landi

rte Yverdon 7, 1040 Echallens";Diesel;30.08.2019;1,710 sFr;2,207 sFr;1
"Migrol

Baselstr. 67, 4242 Laufen";Diesel;14.10.2021;1,710 sFr;2,017 sFr;1
"Kurzbein

Junkholz, 8514 Amlikon-Bissegg";Diesel;11.04.2019;1,710 sFr;2,197 sFr;1
"Ruedi Rüssel

Schwarzenburgstr. 241, 3098 Köniz";Diesel;01.04.2016;1,710 sFr;;1
"station

rte Etraz, 1136 Bussy-Chardonney";Diesel;30.05.2021;1,710 sFr;2,107 sFr;1
"Post

Lagerstr. 4, 9200 Gossau SG";Diesel;27.05.2021;1,710 sFr;2,107 sFr;1
"E. Fuchs + Co.

Kannenfeldstr. 3, 4056 Basel";Diesel;28.06.2010;1,710 sFr;;1
"Avia

Neuenkirch-West / A2, 6206 Neuenkirch";Diesel;03.04.2018;1,709 sFr;1,699 sFr;1
"Autohaus Albis

Zürcherstr. 40, 8134 Adliswil";Diesel;22.11.2014;1,705 sFr;;1
"Hänggi

Milchstr. 10, 3072 Ostermundigen";Diesel;07.05.2021;1,700 sFr;2,067 sFr;1
"Avia

Oberrieterstr. 61, 9450 Altstätten SG";Diesel;02.02.2019;1,700 sFr;2,207 sFr;1
"Migrol Service

Zürcherstr. 20, 5330 Bad Zurzach";Diesel;21.04.2019;1,700 sFr;2,157 sFr;1
"BP

Furkastrasse, 3984 Fiesch";Diesel;04.01.2019;1,700 sFr;2,207 sFr;1
"Avia

Bahnhofstr. 33, 9443 Widnau";Diesel;28.01.2020;1,700 sFr;2,187 sFr;1
"Migrol

Diepoldsauerstr. 60 , 9443 Widnau";Diesel;28.01.2020;1,700 sFr;2,187 sFr;1
"BP Neuhausen

Klettgauerstrasse 45, 8212 Neuhausen";Diesel;12.05.2018;1,700 sFr;2,277 sFr;1
"Agrola

Affeier 91, 7133 Obersaxen Affeier";Diesel;05.02.2021;1,700 sFr;2,187 sFr;1
"Shell

Lötschbergstr. 6, 3714 Frutigen";Diesel;29.12.2018;1,700 sFr;2,187 sFr;1
"Oil!

Zollstr. 30, 8212 Neuhausen";Diesel;19.06.2019;1,700 sFr;2,187 sFr;1
"Avia

Schachen 654, 9063 Stein AR";Diesel;27.05.2021;1,700 sFr;2,097 sFr;1
"Reist & Sohn

Müntschemiergasse 30, 3232 Ins";Diesel;06.10.2021;1,700 sFr;2,037 sFr;1
"Migrol

Route de Payerne 29, 1470 Estavayer-le-Lac";Diesel;30.06.2021;1,700 sFr;2,037 sFr;1
"Oil

Wägitalstr. 42, 8857 Vorderthal";Diesel;12.08.2018;1,700 sFr;2,237 sFr;1
"Mini Prix

Les Tilles 5, 2016 Cortaillod";Diesel;30.07.2018;1,700 sFr;2,237 sFr;1
"Tank Stop Riethüsli

Teufenerstr. 164, 9000 St. Gallen";Diesel;27.05.2021;1,700 sFr;2,097 sFr;1
"Agrola

Churfirstenstr. 3, 9500 Wil SG";Diesel;29.08.2010;1,700 sFr;;1
"Charmettes

route de Fribourg, 1783 Pensier";Diesel;24.08.2010;1,700 sFr;;1
"Avia

Schwägalpstr. 65, 9107 Urnäsch";Diesel;12.06.2010;1,700 sFr;;1
"Avia

Zollstr. 14, 8219 Trasadingen";Diesel;12.05.2018;1,700 sFr;2,277 sFr;1
"Spurt

Zürcherstr. 501, 9000 St. Gallen";Diesel;27.05.2021;1,700 sFr;2,097 sFr;1
"Coop Pronto

Route de la Gare, 1165 Allaman";Diesel;26.02.2014;1,700 sFr;;1
"Migrol Service

Grenzstrasse 31, 9430 St. Margrethen SG";Diesel;27.05.2021;1,700 sFr;2,097 sFr;1
"Coop Pronto

Grenzstrasse 21 , 9430 St. Margrethen SG";Diesel;27.05.2021;1,700 sFr;2,097 sFr;1
"Vöglin Meyer

Thalstr. 185, 4713 Matzendorf";Diesel;02.01.2022;1,700 sFr;2,017 sFr;1
"Post

Lippersmattstr. 12, 4710 Balsthal";Diesel;02.01.2022;1,700 sFr;2,017 sFr;1
"Shell

Zürichstr. 98, 3360 Herzogenbuchsee";Diesel;13.06.2021;1,700 sFr;2,067 sFr;1
"Enge Express

Schaffhauserstr. 249, 8222 Beringen";Diesel;12.05.2018;1,700 sFr;2,277 sFr;1
"Spurt

Kreuzlingerstr. 81 , 8590 Romanshorn";Diesel;04.10.2021;1,700 sFr;2,037 sFr;1
"Coop

Delfterstrasse, 5000 Aarau";Diesel;08.08.2021;1,700 sFr;2,047 sFr;1
"Coop Pronto

Schaffhauserstr. 238, 8222 Beringen";Diesel;12.05.2018;1,700 sFr;2,277 sFr;1
"Shell

Badhausstr. 19A, 2503 Biel/Bienne";Diesel;26.04.2021;1,700 sFr;2,097 sFr;1
"Mini Prix

Route Cantonale 66, 1898 St-Gingolph";Diesel;10.04.2019;1,700 sFr;2,187 sFr;1
"Oil

Frauenfelderstr. 39, 9548 Matzingen";Diesel;14.07.2018;1,700 sFr;2,247 sFr;1
"Boot- und Autotankstelle

Seefeldstr. 20, 6374 Buochs";Diesel;26.12.2020;1,700 sFr;2,297 sFr;1
"Tamoil Peyer

Grosser Letten 3, 8213 Neunkirch";Diesel;12.05.2018;1,700 sFr;2,277 sFr;1
"Avia

Kreuzstr. 53, 8000 Zürich";Diesel;02.02.2018;1,699 sFr;2,326 sFr;1
"Shell

Rheinstr. 46 , 4414 Füllinsdorf";Diesel;04.10.2010;1,695 sFr;;1
"Shell

Avenue du Lac 19, 2024 St-Aubin-Sauges";Diesel;30.07.2018;1,695 sFr;2,232 sFr;1
"LGG Handels AG

Bergstrasse 7, 8280 Kreuzlingen";Diesel;11.04.2019;1,695 sFr;2,182 sFr;1
"Avia Belp

Vieweidstrasse 12, 3123 Belp";Diesel;28.04.2021;1,690 sFr;2,087 sFr;1
"Shell Rheinfall

Schaffhauserstr. 38, 8212 Neuhausen";Diesel;12.05.2018;1,690 sFr;2,267 sFr;1
"Ciao Agip

Vieweidstrasse 74, 3123 Belp";Diesel;10.04.2021;1,690 sFr;2,087 sFr;1
"Migrol

Kaiserstuhlstr. 10, 8187 Weiach";Diesel;02.01.2019;1,690 sFr;2,147 sFr;1
"Tamoil AG

Industriestr. 91, 3052 Zollikofen";Diesel;02.07.2021;1,690 sFr;2,027 sFr;1
"Coop Pronto

Avenue des Champs-Montants, 2074 Marin-Epagnier";Diesel;30.07.2018;1,690 sFr;2,177 sFr;1
"Spurt

Teufenerstr. 172, 9000 St. Gallen";Diesel;27.05.2021;1,690 sFr;2,087 sFr;1
"Agrola

Kanalwiese 1, 8488 Turbenthal";Diesel;04.10.2021;1,690 sFr;2,027 sFr;1
"Tamoil Service

Fahrhubelweg 1, 3123 Belp";Diesel;10.04.2021;1,690 sFr;2,087 sFr;1
"Hans-Rodolf Hofer-Kägi

Solothurnstrasse 33, 3422 Kirchberg BE";Diesel;25.05.2021;1,690 sFr;2,087 sFr;1
"Bahnhof Garage

Poststrasse 4, 3400 Burgdorf";Diesel;08.05.2021;1,690 sFr;2,057 sFr;1
"BP

Kirchbergstrasse 33, 3400 Burgdorf";Diesel;08.05.2021;1,690 sFr;2,057 sFr;1
"Ybrig Garage

Oberibergerstr. 2, 8842 Unteriberg";Diesel;11.04.2021;1,690 sFr;2,087 sFr;1
"Scall

Arbonerstr. 17, 8599 Salmsach";Diesel;04.10.2021;1,690 sFr;2,027 sFr;1
"Mini Prix

Bernstr. 5, 2560 Nidau";Diesel;02.07.2021;1,690 sFr;2,027 sFr;1
"Shell Kappelerhof

Bruggerstr. 194, 5400 Baden";Diesel;16.10.2020;1,690 sFr;2,337 sFr;1
"Landi

Tannwaldmoosweg 1, 3472 Wynigen";Diesel;08.05.2021;1,690 sFr;2,057 sFr;1
"Migrol

Kirchbergstrasse 235, 3400 Burgdorf";Diesel;08.05.2021;1,690 sFr;2,057 sFr;1
"Landi

Sägegasse 1, 3400 Burgdorf";Diesel;08.05.2021;1,690 sFr;2,057 sFr;1
"Avia

Seestrasse 56, 6424 Lauerz";Diesel;26.12.2020;1,690 sFr;2,287 sFr;1
"Avia

Dorfstrasse 58, 8484 Weisslingen";Diesel;07.04.2019;1,690 sFr;2,177 sFr;1
"Otter AG

Dorfstrasse 54, 3238 Gals";Diesel;04.12.2021;1,690 sFr;2,007 sFr;1
"Garage Balcon du Jura

Rue Neuve 9, 1450 Ste-Croix";Diesel;30.09.2019;1,690 sFr;2,157 sFr;1
"Odermatt + Zimermann AG

Stanserstr. 38, 6374 Buochs";Diesel;26.12.2020;1,690 sFr;2,287 sFr;1
"Spurt

Hauptstr. 1145, 9062 Lustmühle";Diesel;27.05.2021;1,690 sFr;2,087 sFr;1
"Socar Rheinfall

Mühlenstrasse 96, 8200 Schaffhausen";Diesel;12.05.2018;1,690 sFr;2,267 sFr;1
"Shell

Bullingerstr. 73, 8000 Zürich";Diesel;07.02.2010;1,689 sFr;;1
"Scall

Hönggerstr. 17, 8037 Zürich";Diesel;06.04.2020;1,689 sFr;2,326 sFr;1
"Autogarage Muri, Rolf Wenger

Thunstrasse 25, 3074 Muri b. Bern";Diesel;06.04.2010;1,689 sFr;;1
"Eni

Hendschikerstr. 4, 5600 Lenzburg";Diesel;28.10.2019;1,685 sFr;2,152 sFr;1
"Agip

Zürcherstr. 332, 8500 Frauenfeld";Diesel;10.07.2010;1,685 sFr;;1
"Shell

Winzerstrasse 38, 8049 Zürich";Diesel;31.01.2010;1,685 sFr;;1
"Tamoil

Worblentalstr. 103, 3063 Ittigen";Diesel;03.06.2020;1,685 sFr;2,352 sFr;1
"LGG Handels AG

Kreuzlingerstrasse 22, 8590 Romanshorn";Diesel;04.10.2021;1,685 sFr;2,022 sFr;1
"Nasa

Zollstr. 54, 8212 Neuhausen";Diesel;19.06.2019;1,680 sFr;2,167 sFr;1
"BP

Burietstr. 3a, 9425 Thal";Diesel;27.05.2021;1,680 sFr;2,077 sFr;1
"Socar Confine

Via Cantonale 14, 6978 Gandria";Diesel;12.10.2019;1,680 sFr;2,147 sFr;1
"Eni

Via Cantonale, 6978 Gandria";Diesel;12.10.2019;1,680 sFr;2,147 sFr;1
"Eni

Via Cantonale, 6978 Gandria";Diesel;12.10.2019;1,680 sFr;2,147 sFr;1
"Agrola

Alte Poststrasse 2 , 8166 Niederweningen";Diesel;02.01.2019;1,680 sFr;2,167 sFr;1
"Seebad Garage

Seestr. 269, 8706 Feldmeilen";Diesel;27.12.2019;1,680 sFr;2,167 sFr;1
"Indermühle

Ostzelg 380, 5332 Rekingen AG";Diesel;22.01.2014;1,680 sFr;;1
"Agrola

Bahnhofstr. 15, 6020 Emmenbrücke";Diesel;09.12.2008;1,680 sFr;;1
"Agrola

, 6016 Hellbühl";Diesel;09.12.2008;1,680 sFr;;1
"Spurt

Güetli, 9428 Walzenhausen";Diesel;04.11.2014;1,680 sFr;;1
"Migrol

Route du Péage 31, 1786 Sugiez";Diesel;30.06.2021;1,680 sFr;2,017 sFr;1
"Tamoil

Via Chiasso , 6710 Biasca";Diesel;12.01.2020;1,680 sFr;2,137 sFr;1
"City

Via Chiasso 23, 6710 Biasca";Diesel;12.01.2020;1,680 sFr;2,137 sFr;1
"Migrol

Via Brugaio, 6713 Malvaglia";Diesel;12.01.2020;1,680 sFr;2,137 sFr;1
"Kuebler

Frauenfelderstrasse 21a, 8404 Winterthur";Diesel;04.10.2021;1,680 sFr;2,017 sFr;1
"Coop

Wülflingerstr. 390-392, 8400 Winterthur";Diesel;07.10.2019;1,680 sFr;2,147 sFr;1
"Coop

Urswilstrasse 1, 6280 Hochdorf";Diesel;26.04.2021;1,680 sFr;2,077 sFr;1
"Franz AG

Badenerstrasse 329, 8003 Zürich";Diesel;02.02.2018;1,680 sFr;2,307 sFr;1
"GUSTOIL

Zürichstrasse 17, 3422 Kirchberg BE";Diesel;08.05.2021;1,680 sFr;2,047 sFr;1
"Euromaster

Anglikerstr. 83 , 5612 Villmergen";Diesel;28.05.2021;1,680 sFr;2,077 sFr;1
"Keller

Watterstrasse 12, 8105 Regensdorf";Diesel;08.01.2010;1,680 sFr;;1
"Tamoil

Via San Gottardo, 6710 Biasca";Diesel;08.05.2020;1,680 sFr;2,347 sFr;1
"Coop Shop Tankstelle

Raimattstr. 125, 5611 Anglikon";Diesel;05.06.2019;1,680 sFr;2,137 sFr;1
"Piccadilly SA

Via Parallela 2, 6710 Biasca";Diesel;12.01.2020;1,680 sFr;2,137 sFr;1
"Tamoil

Oberhof 15, 8484 Weisslingen";Diesel;07.04.2019;1,680 sFr;2,167 sFr;1
"Avia

Wangenstrasse 4, 3372 Wanzwil";Diesel;08.08.2021;1,680 sFr;2,027 sFr;1
"Agrola

Seestrasse 54, 6442 Gersau";Diesel;11.04.2021;1,680 sFr;2,077 sFr;1
"Agrola

Seestrasse 47, 6354 Vitznau";Diesel;11.04.2021;1,680 sFr;2,077 sFr;1
"Shell

Grepperstrasse 86-92, 6403 Küssnacht am Rigi";Diesel;11.04.2021;1,680 sFr;2,077 sFr;1
"Eni

Sempachstr. 47, 6280 Hochdorf";Diesel;26.04.2021;1,680 sFr;2,077 sFr;1
"Anton Baschung

Klettgauerstrasse 78, 8212 Neuhausen";Diesel;12.05.2018;1,680 sFr;2,257 sFr;1
"Agrola

Restaurant Bahnhof, 9125 Brunnadern";Diesel;11.12.2019;1,680 sFr;2,167 sFr;1
"Ruedi Rüssel

Affolternstr. 12, 8908 Hedingen";Diesel;04.03.2021;1,679 sFr;2,106 sFr;1
"Auto Jegge

Hauptstrasse 207, 4322 Mumpf";Diesel;29.05.2010;1,675 sFr;;1
"Eni

Via Corogna, 6517 Arbedo";Diesel;24.02.2019;1,670 sFr;2,157 sFr;1
"Avia

Strada Cantonale 2, 6702 Claro";Diesel;24.02.2019;1,670 sFr;2,157 sFr;1
"Eni

Industrie Sud, 6703 Osogna";Diesel;24.02.2019;1,670 sFr;2,157 sFr;1
Rotzlochstrasse 1, 6370 Stans;Diesel;14.06.2021;1,670 sFr;2,037 sFr;1
"BP

Surbtalstrasse 12, 5426 Lengnau AG";Diesel;02.01.2019;1,670 sFr;2,157 sFr;1
"Shell

Wülflingerstr. 57a, 8400 Winterthur";Diesel;07.10.2019;1,670 sFr;2,137 sFr;1
"Brechtbühl-Benzin-Heizöl

Thunstr. 72, 3074 Muri b. Bern";Diesel;08.04.2021;1,670 sFr;2,067 sFr;1
"Spurt

Neudorftstr. , 9430 St. Margrethen SG";Diesel;27.05.2021;1,670 sFr;2,067 sFr;1
"Avia

Zürichstr. 52, 3360 Herzogenbuchsee";Diesel;13.06.2021;1,670 sFr;2,037 sFr;1
"Socar

Via al Lido 11, 6962 Viganello";Diesel;12.10.2019;1,670 sFr;2,137 sFr;1
"Mondial Change SA

Via Cantonale 69, 6978 Gandria";Diesel;12.10.2019;1,670 sFr;2,137 sFr;1
"Rüegg Convenience Store

Landquartstr. 91, 9320 Arbon";Diesel;05.09.2010;1,670 sFr;;1
"Garage Reusser AG

Frauenfelderstr. 33, 8404 Winterthur";Diesel;04.10.2021;1,670 sFr;2,007 sFr;1
"Agip (Suisse) SA Deposito e Ufficio Vendite

Via General Guisan 18, 6710 Biasca";Diesel;08.05.2020;1,670 sFr;2,337 sFr;1
"Eni

Route Cantonale, 2113 Boveresse";Diesel;30.09.2019;1,670 sFr;2,137 sFr;1
"Ruedi Rüssel

Kantonsstrasse 77, 6353 Weggis";Diesel;11.04.2021;1,670 sFr;2,067 sFr;1
"Avia

Röhrlistrasse 2, 6353 Weggis";Diesel;11.04.2021;1,670 sFr;2,067 sFr;1
"Hergol

Breitenstr. 1, 6403 Küssnacht am Rigi";Diesel;11.04.2021;1,670 sFr;2,067 sFr;1
"Avia

Burgauerstr. 17, 9230 Flawil";Diesel;24.10.2009;1,670 sFr;;1
"Eni

Lötschbergstr., 3714 Frutigen";Diesel;29.12.2018;1,670 sFr;2,157 sFr;1
"ESCA

Via Chiasso 5 , 6710 Biasca";Diesel;17.01.2020;1,669 sFr;2,126 sFr;1
"Marco Lüthi

Wiesackerstrasse 90, 8105 Regensdorf";Diesel;21.01.2010;1,665 sFr;;1
"Ruedi Rüssel

Lenzburgstr. 8, 5507 Mellingen";Diesel;03.12.2014;1,660 sFr;1,467 sFr;1
"Garage Caesar

Surbtalstr. 2, 5304 Endingen";Diesel;02.01.2019;1,660 sFr;2,147 sFr;1
"Benzin

Pfandernstr. 1, 3608 Thun";Diesel;10.03.2021;1,660 sFr;2,057 sFr;1
"Migrol

Emmentalstrasse 166, 3414 Oberburg";Diesel;26.04.2021;1,660 sFr;2,057 sFr;1
"Garage Hofmann

Emmentalstrasse 100, 3414 Oberburg";Diesel;26.04.2021;1,660 sFr;2,057 sFr;1
"Coop Pronto

Emmentalstrasse 124, 3414 Oberburg";Diesel;26.04.2021;1,660 sFr;2,057 sFr;1
"Tamoil

Avenue de Neuchâtel 38, 2024 St-Aubin-Sauges";Diesel;30.07.2018;1,660 sFr;2,197 sFr;1
"Grenacher SA

Les Lerreux 21, 2114 Fleurier";Diesel;30.09.2019;1,660 sFr;2,127 sFr;1
"Landi Moossee

Oberburgstrasse 1, 3326 Krauchthal";Diesel;03.05.2021;1,660 sFr;2,057 sFr;1
"Avia

Landstr. 33, 5420 Ehrendingen";Diesel;24.06.2019;1,660 sFr;;1
"Landi

Bernstrasse 62, 3303 Jegenstorf";Diesel;05.04.2021;1,660 sFr;2,057 sFr;1
"Avia Lyssach

Dorfstrasse 38, 3421 Lyssach";Diesel;20.04.2021;1,660 sFr;2,057 sFr;1
"Red Fox Altstätten

Churerstr. 41a, 9450 Altstätten SG";Diesel;02.02.2019;1,660 sFr;2,167 sFr;1
"Ruedi Rüssel

Hauptstr. 71, 3805 Goldswil";Diesel;14.06.2021;1,660 sFr;2,027 sFr;1
"Peter Brechtbühl AG

Bernstr. 89, 3324 Hindelbank";Diesel;26.04.2021;1,660 sFr;2,057 sFr;1
"Landi

Alchenstorfstrasse 3, 3425 Koppigen";Diesel;01.05.2021;1,660 sFr;2,057 sFr;1
"Coop

Bernstrasse 50, 3422 Alchenflüh";Diesel;26.04.2021;1,660 sFr;2,057 sFr;1
"Pfenniger

Dorfstr. 11, 6022 Grosswangen";Diesel;25.07.2021;1,660 sFr;2,007 sFr;1
"Migrol

rue des Moulins 5, 2105 Travers";Diesel;30.09.2019;1,660 sFr;2,127 sFr;1
"Apig

Rietli, 9425 Thal";Diesel;05.09.2010;1,660 sFr;;1
"Spurt

Appenzellerstr. 1, 9424 Rheineck";Diesel;27.05.2021;1,660 sFr;2,057 sFr;1
"Benzin Discount (Garage Mistral GmbH)

Hauptstrasse 5, 3422 Kirchberg BE";Diesel;01.04.2021;1,660 sFr;2,057 sFr;1
"Ruedi Rüssel Tankstelle

Kirchbergstrasse 219, 3400 Burgdorf";Diesel;08.05.2021;1,660 sFr;2,027 sFr;1
"Coop Pronto Burgdorf

Kirchbergstrasse 102, 3400 Burgdorf";Diesel;19.04.2021;1,660 sFr;2,057 sFr;1
"Avia

Johann-Renfer-Str, 1, 2500 Biel/Bienne";Diesel;26.04.2021;1,660 sFr;2,057 sFr;1
"Touring Garage

Aarütistrasse 4, 8192 Glattfelden";Diesel;17.08.2009;1,660 sFr;;1
"Avia Bümpliz

Bethlehemstrasse 123, 3018 Bern";Diesel;29.04.2021;1,660 sFr;2,057 sFr;1
"Shell

Länggassstrasse 85, 3012 Bern";Diesel;26.04.2021;1,660 sFr;2,057 sFr;1
"Eni

Via Cantonale, 6659 Camedo";Diesel;17.02.2019;1,660 sFr;2,167 sFr;1
"Migrol

Nucleo, 6659 Camedo";Diesel;17.02.2019;1,660 sFr;2,167 sFr;1
"Grenacher SA

Rue du Collège 68, 2300 La Chaux-de-Fonds";Diesel;06.03.2010;1,659 sFr;;1
"Wesag AG

Badener-Landstrasse 23, 8197 Rafz";Diesel;02.02.2018;1,659 sFr;2,286 sFr;1
"Avia Neuhausen

Klettgauerstr. 6a, 8212 Neuhausen";Diesel;27.06.2019;1,650 sFr;2,137 sFr;1
"Autohaus von Känel AG, Socar

Spiezstr. 22, 3714 Frutigen";Diesel;07.02.2019;1,650 sFr;2,157 sFr;1
"Avia

Hohlstr. 311, 8000 Zürich";Diesel;15.02.2018;1,650 sFr;2,307 sFr;1
"Ruedi Rüssel

Wydenstr. 42, 6390 Engelberg";Diesel;13.04.2021;1,650 sFr;2,047 sFr;1
"BP

Hauptstrasse 94, 2560 Nidau";Diesel;26.04.2021;1,650 sFr;2,047 sFr;1
"TopCC

Industriestr. 6, 5604 Hendschiken";Diesel;30.07.2019;1,650 sFr;2,117 sFr;1
"Avia

Valamand-Dessous 28, 1586 Vallamand";Diesel;08.04.2018;1,650 sFr;2,277 sFr;1
"Agrola

Kirchbergstrasse 207, 3400 Burgdorf";Diesel;25.05.2021;1,650 sFr;2,017 sFr;1
"Turm Handels AG

Martinsbruggstr. 90, 9000 St. Gallen";Diesel;27.05.2021;1,650 sFr;2,047 sFr;1
"Coop Pronto

Via Locarno 104, 6616 Losone";Diesel;17.02.2019;1,650 sFr;2,157 sFr;1
"Eni

Via Pian Scairolo , 6915 Pambio-Noranco";Diesel;12.10.2019;1,650 sFr;2,117 sFr;1
"Gioia

Via Cantonale 9, 6703 Osogna";Diesel;24.02.2019;1,650 sFr;2,137 sFr;1
"Agrola

, 9470 Buchs SG";Diesel;19.11.2020;1,650 sFr;2,297 sFr;1
"Agrola Ipsach

Keltenstrasse 47, 2563 Ipsach";Diesel;26.04.2021;1,650 sFr;2,047 sFr;1
"Voegtlin-Meyer AG

Sihltalstr. 96, 8135 Langnau am Albis";Diesel;03.04.2018;1,650 sFr;2,307 sFr;1
"städtische Tankstelle Rütibüel

Rüetibüelstr. 3, 8820 Wädenswil";Diesel;04.07.2019;1,650 sFr;2,137 sFr;1
"Socar

Bahnhofstr. 1, 3945 Gampel";Diesel;31.01.2018;1,650 sFr;2,277 sFr;1
"Tamoil Service Station

Landstrasse 10, 8197 Rafz";Diesel;02.02.2018;1,649 sFr;2,276 sFr;1
"Rigi Garage Meyer

Oberdorf 27, 6403 Küssnacht am Rigi";Diesel;11.04.2021;1,645 sFr;2,042 sFr;1
"Garage Berger

Thunstrasse, 3415 Schafhausen i. E.";Diesel;26.03.2021;1,640 sFr;2,037 sFr;1
"Socar

Birmensdorferstr. 484, 8047 Zürich";Diesel;17.01.2021;1,640 sFr;2,157 sFr;1
"Shell

Birmensdorferstr. 517, 8047 Zürich";Diesel;17.01.2021;1,640 sFr;2,157 sFr;1
"Avia

Birmensdorferstr. 12, 8142 Uitikon Waldegg";Diesel;17.01.2021;1,640 sFr;2,157 sFr;1
"Tamoil

Geiselweidstr. 37, 8400 Winterthur";Diesel;04.11.2019;1,640 sFr;2,067 sFr;1
"National

Lyssachstrasse 141, 3400 Burgdorf";Diesel;20.04.2021;1,640 sFr;2,037 sFr;1
"Migrol Service

Route des Perveuils 2, 2074 Marin-Epagnier";Diesel;13.02.2021;1,640 sFr;2,097 sFr;1
"Shell

Bahnhofstr. 7, 8353 Elgg";Diesel;12.11.2017;1,640 sFr;2,307 sFr;1
"Migrol

Giesshübelstr. 45 , 8000 Zürich";Diesel;18.08.2020;1,640 sFr;2,287 sFr;1
"Socar

Obfelderstrasse 1, 8910 Affoltern am Albis";Diesel;16.01.2021;1,640 sFr;2,157 sFr;1
"Agrola

Bahnhofstr. 27, 6203 Sempach Station";Diesel;03.04.2018;1,640 sFr;2,297 sFr;1
"Agrola

Luzernstr. 18, 6210 Sursee";Diesel;03.04.2018;1,640 sFr;2,297 sFr;1
"Socar

Münsterstr. 7, 6210 Sursee";Diesel;03.04.2018;1,640 sFr;2,297 sFr;1
"Achilles-Sportsline AG

St. Gallerstr. 15, 9034 Eggersriet";Diesel;27.05.2021;1,640 sFr;2,037 sFr;1
"Avia

Kantonsstrasse, 6207 Nottwil";Diesel;03.04.2018;1,640 sFr;2,297 sFr;1
"Eni

Via Locarno 20, 6612 Ascona";Diesel;17.02.2019;1,640 sFr;2,147 sFr;1
"Agrola

Gewerbestrasse, 6207 Nottwil";Diesel;03.04.2018;1,640 sFr;2,297 sFr;1
"Tamoil

Via Locarno 16, 6612 Ascona";Diesel;17.02.2019;1,640 sFr;2,147 sFr;1
"Sidler & Co.

Kantonsstrasse 37, 6207 Nottwil";Diesel;03.04.2018;1,640 sFr;2,297 sFr;1
"Migrol

Via Locarno 14, 6612 Ascona";Diesel;17.02.2019;1,640 sFr;2,147 sFr;1
"Auto Stöckli

Wiedenmatt, 6156 Luthern";Diesel;28.09.2010;1,640 sFr;;1
"Migrol

Albisstr. 5, 8915 Hausen am Albis";Diesel;16.01.2021;1,640 sFr;2,157 sFr;1
"Shoppyland

Industriestrasse 10, 3321 Schönbühl EKZ";Diesel;09.03.2021;1,640 sFr;2,067 sFr;1
"Agrola

Ch. des Maladières 14, 2022 Bevaix";Diesel;30.09.2019;1,640 sFr;2,107 sFr;1
"Agrola

Bahnhofstrasse, 6210 Sursee";Diesel;03.04.2018;1,640 sFr;2,297 sFr;1
"Socar

Bahnhofstrasse 33, 6210 Sursee";Diesel;03.04.2018;1,640 sFr;2,297 sFr;1
"Vögtlin Meyer AG

Villmergerstr. 40, 5610 Wohlen AG";Diesel;28.05.2021;1,640 sFr;2,037 sFr;1
"Avia

Unterdorfstr. 27-28, 5612 Villmergen";Diesel;28.05.2021;1,640 sFr;2,037 sFr;1
"Voegtlin-Meyer

Aarauerstrasse 8, 5103 Wildegg";Diesel;28.10.2019;1,640 sFr;2,107 sFr;1
"Avia

Anglikerstr. 2, 5610 Wohlen AG";Diesel;26.11.2020;1,640 sFr;2,267 sFr;1
"Agrola Wegenstetten

Hauptstrasse 60, 4317 Wegenstetten";Diesel;30.09.2019;1,640 sFr;2,107 sFr;1
"Coop

Gartenweg 6 , 5606 Dintikon";Diesel;20.01.2020;1,640 sFr;2,097 sFr;1
"Agip SA

Via San Gottardo 119, 6648 Minusio";Diesel;17.02.2019;1,640 sFr;2,147 sFr;1
"Agrola

Kalchofenstr. 2, 3415 Hasle b. Burgdorf";Diesel;26.04.2021;1,640 sFr;2,037 sFr;1
"Kreuz Garage

Trogenerstr. 1, 9042 Speicher";Diesel;05.04.2018;1,640 sFr;2,267 sFr;1
"BP San Gotthardo Sud

A2, 6780 Airolo";Diesel;04.05.2016;1,639 sFr;2,296 sFr;1
"Jubin

Chemin des Arziliers 65, 1728 Rossens FR";Diesel;25.06.2018;1,639 sFr;2,206 sFr;1
"Jubin

Rte du Barrage 9, 1728 Rossens FR";Diesel;25.06.2018;1,639 sFr;2,206 sFr;1
"Hergol AG

Artherstr. 31, 6405 Immensee";Diesel;11.04.2021;1,635 sFr;2,032 sFr;1
"Agrola

Hauptstr., 7156 Rueun";Diesel;27.04.2021;1,635 sFr;1,952 sFr;1
"Avia

Badenerstr. 35, 5442 Fislisbach";Diesel;05.12.2014;1,630 sFr;;1
"Shell

Emmentalstrasse 14, 3400 Burgdorf";Diesel;14.03.2021;1,630 sFr;2,027 sFr;1
"Tamoil

Viale dei Faggi 2, 6900 Lugano";Diesel;25.07.2009;1,630 sFr;;1
